COURSE, STUDENT-ID, LASTNAME, FIRSTNAME, ANSWERS, LETTER-GRADE, CORRECT-COUNT, INCORRECT-COUNT, BLANK-COUNT, TOTAL-POINTS
CS-250, 37344, NBPKKOR, FRXDHWTE,  CACBCAACCABBBBCCB  BACAAABBBCB BAABC CABAABBCBAABAACBCB AAABABABACBBBAACAA  B CBC CABBCCACBBBBCCBCB, F, 20, 70, 10, 38
CS-250, 41673, VBBBN, MUGSJRTDL, CCCCBAAC C CACABBACBBCBCBA A   CBBAAA ABBCCB ACCABCBBBCC CABCBABBCBC BAAAAAABABABBABBACCAAAAABACB BA, B, 34, 55, 11, 81
CS-250, 32302, BNONJDOT, GVGVWEVX, BBBBBC BBACBAAAA AACCBBBACBABCCCCA ACC BBAA CBCBCAAABBACCCBBCBBC ACAACBACC AACCCBACC AC A  BBA  BABB, F, 24, 63, 13, 53
CS-250, 34833, FVKDFAK, VHTODHD, CBBABBBBACABABBCCABBACCBBBCBBBCBBCACCAABCBCAAAAACBBABBBAACCCCCCBBACCBCBABBBACABCBBBAACACCBBBCABCBABA, F, 28, 72, 0, 54
CS-250, 10809, DXVMUJHWN, SGJLQ, AACC AAC BBBCAA CABACBCCBABBCCC CABABCBC CABB BCCCAACCBABCCCCACBBCABBACC BBCABCBCCBBCCCACACABBB ABAC, C, 30, 62, 8, 66
CS-250, 28189, SNOGAQ, MFUJF, AAAC BAB BACB AB CC BBC ABBCAACBCBAC BBCBAACA ACAABB AC BBCCBCAC  CCAACACB CBBAA BABCACC AABBBBCCAAA, A, 38, 47, 15, 97
CS-250, 20844, FBMMRLQW, XHAWN, BCBBBAACCB A BABCBAABACCBCAB  ACCBBCBAB ABBBACC CBCAA BCBAABBBBACCACC BBAA BBAABACBCA BABACABABABB B, B, 34, 55, 11, 81
CS-250, 19884, HLRVR, MGULJNLE, BCCBBACACAC  ABAAAACAAC ABAA BB CCAABACBB BCBABB CAA  ABBAAB CACA  BBCBCAAACCACCCC CC AAAB ABCACC B , C, 27, 56, 17, 66
CS-250, 13116, ACISAX, UJCFCSNUR, CABBACACACCC   CC BBCBBCB CCA BBABAABCBAAAB BBBCCCB  CAA CCA AABCBC  CAA BCCBCCBCBBCBB AAC   CAACCCC, D, 25, 57, 18, 61
CS-250, 37577, HSCTNUXFL, JCJEL, AAAAABBBBAA A    C ACACBBBBABBCCCAACAB CCCCAAABAAA  AABAABBBC ACBAABABACC AAAACBAC CBABCABCBAABBBACC, C, 29, 59, 12, 67
CS-250, 17680, CMEXQGN, RXCMWJQ, CCACBB CCB CAABAB CB ACBBCBBCAA CC CAC CBCCCCACABBBBA C AACCACABACAAAABBACBCCAAABCAAAC BCBA    BCA  , A, 36, 48, 16, 92
CS-250, 17563, PAKINI, NGMFODWC, BCBC AABC ABBBA CBBA BCCBACBBBBAAAABACCABBCCBCAB BABACC CAACA CABBCABAABACBCBAABCCBCACACABCA BABBCC , D, 26, 65, 9, 55
CS-250, 29698, UXOFOBP, AOELASOLF, B ABBCACCBCBBAB ABCACBBCB AACCAACAAABA C C CCBABC BAA A CC CBC BC AABCBB  CCAC  A  BCAACABCBBBBCBBC , B, 31, 50, 19, 80
CS-250, 27115, PTLNFDGK, GVWOCRM, CCCBAACAAA A AACBAAAAAAABAABBCB BC BBBCCACACBCABBAABB AABBAAABBB CCBBCACB BCCBCAAC BBCBBBCAA AAAB AC, C, 29, 61, 10, 65
CS-250, 28283, SSQRNFPI, TITESSSE,  BBABABACCBABBBCB BCBBBCBBCCBBBCCACCBBBBBB CCCBBCBCCABACBABBB AABBAACCACABAAABCAABCABBCBCBBBBACCACBA, C, 32, 64, 4, 70
CS-250, 37808, KQVXUXPL, FWEVL, AC CBACBBBAABCBACBCBCCABACCBCBCCABAACBCAAACACABACACCBBABBBACCBABBACCACCABBACCCABCACBCACAABAAB  ACCAA, A, 39, 58, 3, 90
CS-250, 19005, OBUIHUOK, GUWHDQ, ABABB BACAAABAAACCCBCAACBBBCC BBBBBBABABBCAABBABCABB AABCACAAABBABAABBA A CCBCAB ABBBBBB CCACACABCCB, C, 31, 62, 7, 68
CS-250, 24629, OHDDMQBD, VGEUBE, CAABBA A BCBACBAC ABCBCBBAABB ABB  BB B ACAA CABAA BAAA AB  BBCACCCC CB BA ABB ABAABCABAA ABA BCAB B, A, 36, 44, 20, 96
CS-250, 11770, FFTNOMSUQ, FIWSBOOW, ACCBBACABA A ABBCACAAB CABA ABAABBBBB CB B C BB ABBAAA BCBCA AABAC A BC   CBBBACC AA AC CABA  AABBBB, F, 21, 58, 21, 52
CS-250, 42268, GPLSRC, HWHUR, CBAAB CBCBBABBBBCCBBCBABBBCCACCCBBB CAAC BB CCACBACBC BAACCBBBBCCCACCBACCBAAACBCCBCCBBACC CCABCACCBA, D, 30, 64, 6, 64
CS-250, 28372, VUNUTJMR, ORRWE, BACBBCCA BB ABA BABBABCBBC  AC C ACAB  AAABBACBAA CA CBBC ACBBA ACAC  ACBCCBAACA A BAABACCAACCA CABA, D, 26, 56, 18, 64
CS-250, 14355, EUDMRR, IHPTRRKR, BC ABAA ACABCAAAACCACACAAABBCBCCCCABCBABCBCABACBBABACCACACABABACABA CCBCCCBBBAB ACAABBCBBACCACABBACC, F, 26, 70, 4, 52
CS-250, 34402, DAXIHR, OIBFOMNCJ, ABABBC  ABCBB BAC BBCBAC AA AACACCA  ABBCCAAABABBCBAACCABBCAACBABACCBAABAABACCABCAACBCACCCCBBCAAAABC, D, 29, 63, 8, 63
CS-250, 12804, BLBIS, VBUKVT,  BACAABCCAACCBBBBBCBCACAABCBABBCABBCCCCBBABBCBBBACAAAAACCAAABCBBC  AACBCAA BBAC BBA ABBACACBBBBBACAA, A, 40, 54, 6, 94
CS-250, 29996, UGFWN, CFHVAEXNS, BABBBAAABCBBAA BCCABA C BB BA CCAC  CC A ACBBCACCBABCBAB AC  AAABAA CC BBA AABACA  BCC C  CACCAC ACB, D, 23, 56, 21, 58
CS-250, 40406, MDKGS, KMBUCAP, BCAABB CCBAABC CABAABCBBACAABCBACACBC ABBCABACC AAABABCABAAABCABCACBCBBCCCAAACBABABBBBCBCAAA AAACCCB, C, 31, 64, 5, 68
CS-250, 34822, SAVCBTSPT, JLIJUF, ABCBABABCBBABBBBACCCCCCABBCBACCACBABCBAAAACBCBACAACBBABBACCABBABBBBCCAAACCAACABCABBAABCCAACBACBCACBB, D, 30, 70, 0, 60
CS-250, 16963, NKDOTIBSK, HOBIASUV, ACCB BAACBCACAAB CCBCCCCBABABAA BCCAABBAAAABCBABAB CBABCCCBA BBBBCBBCCCCABBBAACCACCBABBBABAC AACABAC, F, 26, 68, 6, 52
CS-250, 18512, DPKPMCSNW, MORATVN,  CCAACCBCB A CB BABBB BCBCAAABACCCAACAABCCCBCCCBCC B CBAAAACCCBCAACBABBBBBBCCAAAACABCAAA ACCBB  BAAB, A, 37, 53, 10, 89
CS-250, 42413, WPTUAJVI, XVAGVFO,  BABBBBCABCBAABCABBABACBBCABC ABCAAB B BABBABBCBBACCCABCCCACAAACABAABABCCCCBBAAAAACBBCAAABCACAAACBCC, B, 35, 61, 4, 79
CS-250, 23474, DWJNPTFN, KMRMCTW, ABACAB BBACCBBAA AACCAABBCBAACCCBBABCBCB  ABCAACCBBCAAC ABCCBBABCCACBABCACCABCCAACACBCAACAAB C BACC , C, 31, 61, 8, 69
CS-250, 10767, VWCIWHO, NPRMJ, BCBBBAABCAAABABBCBCAACABACABCAAABBABBCCCCAACABBACAAABAABCBABCBBCBBBCCABBACBBBCACBABACABBBCCCAACCCCCA, C, 32, 68, 0, 66
CS-250, 40585, MNNNNR, GEOSXJ, BBBBBBBCBABBCA ABCA BA BABCCACBCAC ABBBCA  C AB A CCAA BBBCBBAC A BACABCAACCBBCAA BCBBCCACCCBABCACAB, C, 30, 57, 13, 71
CS-250, 40558, SUQNRE, TTNRJO, CBACB CBBCAAACABBCCABC BBCABB CBBAAACACAACABBACCCBCABCCAAAABCBBACAB A BACBBACCBCABBABCAAACAAACABACAC, B, 36, 59, 5, 83
CS-250, 16075, NNXHPGJ, WGPUERO, B BAABCBCCCBCBBABBCCBBBB ABCBACCBCACBBACBACCACC BACB CCBAACBABC ACCCABCBCCACCCCCBBCACABCACBBCBAC ABC, B, 35, 59, 6, 79
CS-250, 40483, IRQCQWWXV, JCKBTU, CBBBACBACA CCABBACCBACCCBABA BCCBB ACBC  BBABCCABBCBC BBABBBA BC BC BCBBCCCBABBA AC  CBACA B B CB CA, D, 26, 58, 16, 62
CS-250, 27797, RJHHMIMW, FKRVTOVS, CAACBCCBBABBB B CBBAAAA  BB BAABAABABACCBBCBA  ACBBBBBCACBAABBA BC CAA  ABC CBACABBAAACBBBCBB CCBBAC, B, 34, 53, 13, 83
CS-250, 20916, WIMBSQD, LJFUJM, CACCBB BABBBCAAABBCBBB AACBCB AACCCB CABABAAACBCBBCCACBACAABCA BA CCCACB CCACBACAABBBAABBBCBCAC ABCA, B, 36, 56, 8, 84
CS-250, 42619, MQANGKWLF, MDWNU,  CCCBCCBBCCCCAACCBCACBCBABCCBABBABBBABCCACACBBCAACBBABBCAABCCCAABBCBACBCABBCCAABABCBBCBABCAACABACBAC, C, 34, 65, 1, 73
CS-250, 24622, LEMWDKI, MQQURWS, ACCBAAAA AAB CAAABBBCA BBBBCABBAAAC B BAAB A BCCCBABACCCCAAB  CCBBBCBA CCCAABBCAC BCCBC CBCBBAB CBAC, D, 25, 62, 13, 56
CS-250, 15107, KBTOPF, FVVECHR, A CABCBCAAA AABCBACABB CBACBAABBCCABBABAAC AABACCBAABBBCCAABAAACABCCBCBCCACC AABA CAAACBCCBCBCBCBABA, D, 28, 66, 6, 58
CS-250, 16902, AGGUOQESQ, AXMWDJWJ, AACB ABABCCBBCB BBCA B AABBABBBAABB  C BCAAAAACCA A C AABA B ACBCACCABCABBACAAB ACC BBAAACAACCBABACA, A, 38, 48, 14, 96
CS-250, 38394, WFKSVBML, CVWQFSI, BABABAAABAAA AA CBB AABABA B ABCAAABACC BBAABC AC CBC CCC B CCB AC AABBBCAA BC ACACACCBBCBBBBC ACCAC, C, 30, 54, 16, 74
CS-250, 27766, MBJIJ, CGKUDPGR, ACCBB ACBCBACBBCACB CAB BACBACA CC  BAAA  BABACCCC   A BBB AABC AABA B C C    CBCACBBBBBABABB BCACCC, D, 24, 54, 22, 62
CS-250, 22099, CLBNCBG, PXPGTW, CAAABBCACCACCC  A BBBA CB C B ACCCBCCACACAABBBABBCBC CA  CBCACC ACCBBCBC  BCACBAABAAABCBCABCBCBBCA C, C, 29, 57, 14, 69
CS-250, 20165, SGBRPUT, NMJTVPML, AC CAAAAABBCBABACBAC CCBBCC BBAABAB ACACAAAABC  BCACB  ABBC AA CACCCCACAAAACABBCCBACBAACCAABCBABCBBA, C, 32, 58, 10, 74
CS-250, 12175, BOQHBW, EXDWMSAL, BBCCAACAC  C ABACBABCAB BBCACCCABCBBCBCBBABBAAC  CBBCA  CCBACCACCCCB CC BCABAAAA  AA  CB CAAACBABBAC, A, 34, 51, 15, 85
CS-250, 24196, DABMD, LOIJPGUJQ, BB AACBBCCBACABABCACBCCBACCCAABBBBAABBCCBBBCC BBABBAACACCCBCABBACACABBACAC CBCBCAABA BACBCBACCCCACAC, B, 34, 62, 4, 76
CS-250, 14570, CXPGSPID, VPHVKDSKT, BC CAAC A  BBA BCBAA CABBCBC CC BA CABCABCBCAABAACABBAB BA ABAAABCBBCCCABA AB CBACABCA A AAACAABCAAA, B, 32, 53, 15, 79
CS-250, 20774, EUNQW, XTWAT, CCACA CBACCBAAABCBA CCABAACAC A BCBAABCCCBACABACBBBCBBCBCCACCCABAAABBA C  BBABBCCCABCCCAACAACCABBABA, B, 34, 59, 7, 77
CS-250, 37720, DXAVQIU, RMLESLPJW, C CABABBACCCCCBCCBABCCCCACBABBAB BCCBBABBBAA  ABCABABACAAABA BBACBBAAABCBBBCBCBCBBBAABBBBBBBCACBBAAB, A, 39, 56, 5, 92
CS-250, 31622, BDFDR, WBNVMUFRD, BCCCACACBCBBBBAABBBBABCBACABCCABCBCCCBCACCACBBBBCCBCBBAAAACBAAACCCABBACBACCCCBBCABBBBAABBCAACABCCABB, C, 33, 67, 0, 69
CS-250, 38420, VUQVP, VMVNSJCM, C CCACABBCBCABACBBAAC AAAACCCBCACACACCBA BACA CBBCAB ACA ABCAACA ABCBA AACBB  CBBBBC C AAAAABBCBCCCB, D, 25, 63, 12, 55
CS-250, 26414, ULMGD, HJSOXSGK, ACB AAACBACAACBBAAAACCACAC ACCCBABCBBAABBBBBBCACCBBCCCCABAABBA CABCA CAACBACAABAAABB ABACCC  CCCCBCC, B, 36, 57, 7, 83
CS-250, 17433, VBMUE, JEREHENB, BAACACBCAA B CAAABABAAC BAAABACC BAAABCBABA  CBACCBCCACB CA AACCBBBCBBCCB BC CACB ACCACCBB   BB CCBB, C, 30, 55, 15, 73
CS-250, 26758, UMJPLEUGB, MQQJISNM, BAACB AB CABCCBCBAABCA AAACABB CCCCCBCAABBBBCBBCCCACCCACBABACBCBABCCCBBACABCCCBBBBACBBCAACACBBAACBAA, C, 33, 63, 4, 73
CS-250, 22502, KUGRUF, MANKH, AAAAABACCCB CABBBBBCABA  BB AC CCBCBA BAC CAA BCAACACBCB   B B   CBABBCB  CBBBCCCCACCABB  ABB AAACCB, B, 29, 51, 20, 75
CS-250, 26006, QFNWM, CJTTVV, ACBBAAC BCC ACB BAABCCCCBB B BBABCB CBACC AACAAABBBBAABCCA CCABCCBBACBA ABACAABACBBCBBBCCAAAACACB BA, D, 28, 62, 10, 62
CS-250, 24444, TINWSXOSM, AAQIK, CABAABAB  CC ABBCB  CABCABBCCCCAAACCAB BACBBACAAACCBB ACACA ABBCBBABAA AAAAAB  BACCCCBB CBBCAAACBAB , F, 24, 63, 13, 53
CS-250, 41547, VTXEIR, ETOLCOAR, A BAAABBBACB A BBAA  CAB CBC A AC CABBBBACCAB  BAACAC A CCBBC CB BABBA BBACBBBABCBC ABCBAA ABCBB CAA, B, 30, 51, 19, 77
CS-250, 21643, BLQIF, KHBUALGMJ, CCCCB BCCBCC BB CBCCACBAAACA BBCBCC CABBCACBCBBAACBC BBBCAB BCCAACBBCAAC CAACAABCCABC  AACACB BBBCCC, C, 29, 60, 11, 66
CS-250, 36274, IJPCBGHB, LKPXD, CB CACAA BABCCAABB ABABABACAAAAABBA BBBCAABBAABABBCBABAACCB ACCABCBBBABACBBCCBBBCBBABACBABBBBBBCBACC, B, 34, 61, 5, 77
CS-250, 11482, UWARDW, HIXXXFRX, A AABBABCCBACC BCCACCAB BCCAABCC CACACC CCACCBB B AAA BBAAB ACCBACAACBB A BCABAABAABBCAABBAACCACCCAC, D, 28, 61, 11, 63
CS-250, 30615, BGMDO, HQLMPMQV, BBCABAB CBABCCACA CAABACAC ACAA ACCCCCBBABAABCAABC B C BBCAACBBACBBBBCCC  B AACA   ACBACCACBCAABCBCB, D, 27, 60, 13, 62
CS-250, 33816, AMUOUG, JJOPIOGTB, BBC ABAACCBABBBBBBB BBAABBCBBCAAAABA BACCCCC  ACACBBCABBBBABBABABC CABABACBC ABACCCBACCB BCBABBBBBCB, C, 31, 61, 8, 69
CS-250, 24433, RDQBN, KACKBK, BC CBACBBBABAAACCCCA BBCACBCACCACCBBCBBCBBBCCBCBCBABBABBAACCAABCABBBACBCCCCBBAAABCCBCBACBBCACBBBCCBA, F, 27, 71, 2, 53
CS-250, 32616, NWQUHG, PFVCRS, ACACA CBCC  ABACABAACCBAAAA CBCCBCACACAAA ABCC BABBCCACBCA BCCCB BBCA BBBC CBABCACAABAAAA BBACCBCBBC, A, 36, 53, 11, 87
CS-250, 38445, XJITXTHL, DVRNK, CCCAA CABABCBCBCACAACBAABAC C CCBBAACBCABBCACBCAAACCCCBBBAAABCABCBCABCACA CCCCCACAACBCCC  BBBBBAAA C, C, 30, 63, 7, 65
CS-250, 10342, VCXQCWXS, OMWRXDM, BB CACBAABBCBBBCBCCCABCCBBBAABBBA BCCBCBCABCBCBACBBBCB BCCBBBBABABAABBA ABBBACCCBCBAABBACACABCBCCBCB, D, 29, 67, 4, 61
CS-250, 14777, WPHBMKKNS, OLDHJAWJG, CCBABB CAAB CCACBABCABABAC AACCABCABCBABAA BBCCABBACBCBBABCAAABBACCCAAAABCCAAABBAAAAAAC CBBAABCB BAB, D, 27, 67, 6, 55
CS-250, 39112, SCBWAPA, OWUBDGBJQ, CACABCCBBCBB CBACBC BB AACA CB  ACC A BBACABBB CBBB ACCCB BACBB  B CA ABBCB  C CCBBACCCB BAB B ABBBB, F, 21, 58, 21, 52
CS-250, 21723, OBWQONWQA, XCRCEPFR, BCAB BCCB BABCAAB BBBABAABABBC B BBCCBC CCAAABCCABCACACBCABBABCCBCABB B BBBACCACBCCCA  B BBCCCCABACC, D, 26, 63, 11, 57
CS-250, 41457, WIAVRJW, CPJSPKRTB, BBACACAA ACB BA BACCCCCBACBCACBCBA BC CB C CBCABCCAA AABAAAB BCCBACBCCACCCCCCBBBBBBACCABABCACC AACAA, C, 30, 60, 10, 68
CS-250, 23022, PDAXRNQ, CKXATKK, CCABBCACCCBBBAABBCACBBAABBAABBBBACCAAACBAACCAABACCCABCCAACCCAAABABBBBCCBCBACBCABCCBCBCABABAABABBABAA, D, 31, 69, 0, 63
CS-250, 30352, KQGCOBQEN, FRTSK, AA BAACAABCBAAAACACBCCBAABBAACCCCCB  AABBABCAB  CBBCAACCABCCCCCBABBBCCAC ACCACAABABCBBABCA AABAACBBA, D, 28, 65, 7, 59
CS-250, 23391, UUCKPB, FALSTSPP, ACAABC ABBCBCAABBBB BBCABB CBABBBCAAAB AACBCCACBCAABCABBCCCCAB BBABCACCBABAB ACCBCACBBAACBBABAACABAC, C, 31, 63, 6, 67
CS-250, 27082, AMRBRU, ONQNL, BBCC BACAAAABABABABCBCCCACAABA ACCABCABCABBAAAC BABB BCBAABABABCBCBBCCAABAAAAACCACACACA AABBBAAACABA, B, 35, 60, 5, 80
CS-250, 38498, TGLHNOERN, QGXJIU,  BCCABBBBACBCCABBACCAABABAAAACCACCBACBAAABBAB ACAABBBACCABCACCCCCBCC BCACBCCCCACAB BCBB AB ABCCB CCB, C, 31, 62, 7, 68
CS-250, 16519, QBNBGJG, GCLHB, CAAB  CBAABACAACCBAACCCBBACAACCACABBAA  B BCABB BA BCABB ABAABCBABCBBCA A  ABA ABAAABBBBABCCCCCAAABB, B, 32, 56, 12, 76
CS-250, 32751, VSSUS, NLOVPISDV, BBCCBCCBA CC B AACCACC CAA BACCCCACAACABABBCACAC ACCCABABCBBBBBAAABBCCBBBACAAABBCCBBAA A CCC CABBACA, B, 33, 58, 9, 76
CS-250, 15776, CLCFNXLWT, CADRMKO, B AAABBBCCAABABB BBACCCABCBCBABCCCCBBAA CB BC ACACCABB ACAAB AAA A CCCBBBABABCBBB AAABCACAACCBCABAAC, C, 32, 58, 10, 74
CS-250, 41648, JCOIM, DHJRD,  CBB AACBBCBAAABAA CABAAABABACCCCACBBCACBCBABAA CAAC ABCACB ABCAA CBABABAABCABBCBBCBABAACBCACCCBCBCA, F, 22, 71, 7, 41
CS-250, 32933, ASDLTD, CVQXWDQBM, CBCBBCCCA A BBBBAABA  CCABBCBACCCCCBB CBCBCBCBCBBAB  BCBCBA BB A AACCA CCCCBB AAC  CAACACA CBBCAAA A, C, 30, 54, 16, 74
CS-250, 40115, KXONGGI, PBIDINLX, CACABCCBACABCCABAAACBBACABAABCBCABCACBBABBCAABAAAABACBBBAAACACBACABACCBCBCACCCCCABACAAACACCBABAABCBA, C, 34, 66, 0, 72
CS-250, 20776, GGTHMTNW, FKRGBQDPX,  BBBBCBBAC ABBBAACAACCACAACBCBCBABBC CCACCACAACCBCACBBAACAACBABAACACACCBBAAABAABCCACCBCBBACBBBABABBC, C, 33, 64, 3, 72
CS-250, 18266, EAHRJ, KBTMO, ABAAABCACA AABAABC C AAABAABAC AABCBBAA CCBAACAB BBBBCAB AACAABCCBBCBAAAACCCCAAACABBBABCACBBCBABC A , C, 31, 60, 9, 70
CS-250, 36154, AKTTURAAO, ONHSWN, AB CACCABBCBACBCCCBBCCABBABBC BBBCCCBB CC C BC CAC CCABBB BB  ABBBAABABB AAACACBBBC C  BBABCABBBACAA, C, 30, 56, 14, 72
CS-250, 36315, NLXTNV, PNNQLR, BB AABBCABC ABAAAAC AACCBCAC ABA BCABCCACAABABAAAA ABACCCACB BACAAB BACACABAAB BAA ACAACBACAAAABBCAA, C, 29, 61, 10, 65
CS-250, 13639, EFDJPEFWC, DRQNTTI, CAB BACACACBCAACABABBC  BC   C ACACCACCBCCAA C  BBBBACCAAA CBB A  CBB C BAB B C BCBCA  B AABAA  CBAB, D, 24, 52, 24, 64
CS-250, 15128, OFPDSBE, XRRJBGTLA, AABBAACABABCABACCACCBCCCABCCCCAABACCAAACCABCCCCABAACACCCACCACBACBBACACBAACBABCCBBACACCAACBBBABAACCAB, F, 26, 74, 0, 48
CS-250, 32974, GJVAFOE, QCBUPRFBL, ACCABA BCCCB  ACBBA BACCBAAA BBBCCCBBBAAACCBACAB  AABBCCBCABB CACB AC ABCBCBABBAAB CBCACBCBBCB BCABA, D, 28, 60, 12, 64
CS-250, 40052, VAIBTF, NLQSCX, AC  BCBCAAB  AA BC CBBACB CB ABBBBCBACBBCAACCA AAACC BBBCBBBBACCACB AC ACBCABACCACACBAA BAABACBABA A, B, 33, 53, 14, 81
CS-250, 11060, SKDIGXQI, XHRJAFWD, ACAB CACCB AA  BCAC CAC  B BC A BBABCBA  CBC BCCCA BCCBAAAC BACC B BC ACA  BBBBBCB CA A B BAACBACCB , D, 21, 54, 25, 56
CS-250, 19212, LSBRDRBRT, FRCEP, AABCBAABCB AABABBACCCABBAACA CBBAABBBACABBC BCBCACABB CABCCC BCBA ABBCBBCACBCCCB BCBA B BCCC CCA BAA, D, 27, 62, 11, 60
CS-250, 16436, WOBMK, AMVJNS, CBB BCBBAACCCBB BBBBACAABABBCBCACCABCB CACABBAACCCBBCCACACCBCAACCCABABCA CABBCAAACCACCB BBCBAAAAACAA, A, 37, 58, 5, 86
CS-250, 24167, BRRAS, XMFBVA, ABAAB ACCCC ACBCBABBABBCBCBCACBBCBBCBCCA BAC CBACCABCACABBBCBABBCBCBCCA BACCBBBABACCABAAABCBCAABBABB, C, 30, 65, 5, 65
CS-250, 21994, OGXBMLEHJ, GKGOFFSM,  AABAAAACBA BCBCBCBBBCABACCABABB BCCC AACCBACACCACABCBCC ACC ACACBABCBBAB AABAAAACCAABABCAACACACBABB, C, 32, 61, 7, 71
CS-250, 22581, CXIQUGN, QRBFQCRBV, ACCCA ACABA BCAA ABBA ACBBBCCBACCCCBCAACAABACBCBCABBBACACCAB A CCBABB CBB CA    C BAABCCBCCCC  AACCC, F, 23, 62, 15, 52
CS-250, 37813, EQUHE, SDDJWFH, ABBBACACAABBBABBCBBCCBBBBBBCBACCAACCBBCACCACBBBBCABBBBBCBBBCCBBACBBBBABABACBBCCCACABAABCCCBABCBABCCA, A, 40, 60, 0, 90
CS-250, 23262, HCKLINH, PHDCLXFH, B BCABBB CCBBBACAAAACAABABBABBCAACBBCAAABBBCACBBBABABCAAA ACBBACC BAACCACABAAAC BBA ABBA AABBBCABBAC, B, 34, 59, 7, 77
CS-250, 36372, MPFFWBF, VCWXES, BBCABCBCCABBCBBBAB  CCAABA C C AABCC  CCBCBCCCCCBCA BCAB BA BACBBCCCBB A ABB BB AAC AAAAAABCABC C AC, C, 29, 54, 17, 72
CS-250, 29014, JKHWPFJI, RFWCRAGJ, CCCBACCAABABA AAC AAAA BAAABCABACA   AAC ACACBA B CCA CC  ACCA BBAB  ACAC  AAB C  BCA  AAABC CA CABC, F, 20, 56, 24, 52
CS-250, 17562, DMPQOXBVW, ATGBMIKHT, A CCBCACAACCBCACABA BACBACAAABBAACAACCC AAACABA BBCAABBACBABACCACCAA  ABBBAACBACCCAAABABC BBAAAACB B, C, 31, 61, 8, 69
CS-250, 40838, BDCLVOG, CGHQN, BABAAACCCC  CCACCCABABC ABBCABB  BBC BAB C CBABCAABC   CABCABAACBCBBABBACCCAAACCB  BCBCA CCA CACBCCB, D, 26, 59, 15, 61
CS-250, 25659, JWTJFA, TMJBHTX, ACCCBCCCB BBCAB BCAABACABBCBBCAAC CCABCBABA BAC CBBBBAABCACCCCC AABBABB CCABCAACB ABAABAC ABB ACCBAB, B, 33, 57, 10, 77
CS-250, 34759, DLPPP, WSJQSKFF, CAABBCCBCC B BABAA  CBBB AABBBBBCAAACCB CBBC A AA  BAA CB CCCCCCCCBCC CBAB CBA BAA CACCBAB B BAACCAB, C, 27, 55, 18, 67
CS-250, 40964, WTSGAOFA, NPUDIH, BCCCBBBACCCCCAABCCACCACCBCCBBBABCCCBBABCACBCBBACBCBBCABBBAAABCCBCCACACCCBBAABCACAACBABAAACCCBABCBBCA, B, 37, 63, 0, 81
CS-250, 15841, KMOJE, CKCNH, CAB ACAACBCCAAABCBAAAAAABBBBACBAACCAAABCABCBACBBBACBAABAACCCCA BBACB CC BCABAA ABA BBCCCBBAAACAAB AB, F, 26, 67, 7, 53
CS-250, 13944, MSDLTAQBH, OWBJRAH, ABCCBAB BCCBABBA A C CCB CCAACBB CCBAACBBBA A AACCAABC BBCBCC BCCCABBABAA BBBBB BA  ACBCC CABAABB BA, C, 27, 57, 16, 65
CS-250, 24343, TDNWJ, BAPKRRHF, AABAA AAAABBCBABACABCABABABCACBBACA BACACBBBBBBBAB ABC ABCBBBACA AB ABCACB ACBCBCAC BCABBBCCCCBBABBA, C, 31, 61, 8, 69
CS-250, 24602, VVIUMSXH, BFHFGFHDX, CBCA CBACACCB  CABBBCCABACCCBBBC AA BCCBA ACBBCAAAC BBAABCCC BBAAABCACACBABACBAAABBBCACBAACBCAABABBA, C, 32, 60, 8, 72
CS-250, 38170, ATOJXKXK, BDCKNSFCJ, CBBABBB ACBCABA CB ACBACABABBBCAABBCCCCC BCABAACC ABACCBBCAAACAAB BCBBCBABAACCCCCCBCCBB CCAAAABCB AB, B, 33, 59, 8, 75
CS-250, 41049, XEASG, LTALXG, BABCBACAABBACBABCCABCBACABCCACBCAABACCBACABCBCBCACABBAAABBBBACABACACCCCCCBACCCABABBABAACABCAABCCCCBA, D, 30, 70, 0, 60
CS-250, 32982, FDGANTS, XVNCDAO, A BBBAABACCABBAABABBACCCBBCCCCBAAA CABB ACBCACACCCCABBCBCBABACBCAAABABBCAABABCCBBCCBBBBBBBBACBBC AAC, D, 28, 68, 4, 58
CS-250, 33822, HLVPFXRNO, XKEITXEMT, BAB AABBBABB AACBBBCBCABBBBBCCACBACCACCCACCACABA B CBBABCBBB BBCCCA CAABBBAA BBA ACBCCBCCCCCAABCAB B, B, 35, 56, 9, 82
CS-250, 18532, JIXDM, BLCVFTP, C CBAABCBBACCCAACBAAC BBBCBCCC BBAAA CABAAABBCACC ABBCCCAA BACBACABBABCAC ABBAABBAAACBAABACA AAACAAA, A, 41, 51, 8, 99
CS-250, 15876, WWIQTXH, DQOUTEQN, CBCBBA CCAA CCA BB AAAACAAABBCCBBCC  AABAABABCCABACBABBCCCACBCA CCBCCAA A CCCAACAABBC CCACBAACBC CBA, B, 34, 55, 11, 81
CS-250, 31778, OKWQL, DCOPUGFWE, CBBCA CCABCBBCAACCBA CCAAABCBBCABBC CCCAACC BC C CAABBCBABCBCACBB BBCACBABCCBCBACBCCBABCACBCCABAAABC, D, 29, 64, 7, 62
CS-250, 11948, EEGXSV, UEBDEKN,  ACABBCBBCCAAAABCABBCCCABBA BABCBCCBCCBBCCABCACAABA BBB BCABABBABBB BCCAABCBCBACBABCCACBAACABBAABBAC, D, 27, 68, 5, 56
